"seqnames","start","end","width","strand","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"chr11",46544000,46544500,501,"*","858595","ENSG00000110497",46396414,46594125,"-","inside",50125,49625,"NearestLocation","AMBRA1"
"chr11",46544500,46545000,501,"*","858596","ENSG00000110497",46396414,46594125,"-","inside",49625,49125,"NearestLocation","AMBRA1"
"chr11",46545000,46545500,501,"*","858597","ENSG00000110497",46396414,46594125,"-","inside",49125,48625,"NearestLocation","AMBRA1"
"chr11",46545500,46546000,501,"*","858598","ENSG00000110497",46396414,46594125,"-","inside",48625,48125,"NearestLocation","AMBRA1"
"chr11",46546000,46546500,501,"*","858599","ENSG00000110497",46396414,46594125,"-","inside",48125,47625,"NearestLocation","AMBRA1"
"chr11",46546500,46547000,501,"*","858600","ENSG00000110497",46396414,46594125,"-","inside",47625,47125,"NearestLocation","AMBRA1"
"chr11",46547000,46547500,501,"*","858601","ENSG00000110497",46396414,46594125,"-","inside",47125,46625,"NearestLocation","AMBRA1"
"chr11",46547500,46548000,501,"*","858602","ENSG00000110497",46396414,46594125,"-","inside",46625,46125,"NearestLocation","AMBRA1"
"chr11",46548000,46548500,501,"*","858603","ENSG00000110497",46396414,46594125,"-","inside",46125,45625,"NearestLocation","AMBRA1"
"chr11",46548500,46549000,501,"*","858604","ENSG00000110497",46396414,46594125,"-","inside",45625,45125,"NearestLocation","AMBRA1"
"chr11",46549000,46549500,501,"*","858605","ENSG00000110497",46396414,46594125,"-","inside",45125,44625,"NearestLocation","AMBRA1"
"chr11",46549500,46550000,501,"*","858606","ENSG00000110497",46396414,46594125,"-","inside",44625,44125,"NearestLocation","AMBRA1"
"chr11",46550000,46550500,501,"*","858607","ENSG00000110497",46396414,46594125,"-","inside",44125,43625,"NearestLocation","AMBRA1"
"chr11",46550500,46551000,501,"*","858608","ENSG00000110497",46396414,46594125,"-","inside",43625,43125,"NearestLocation","AMBRA1"
"chr11",46551000,46551500,501,"*","858609","ENSG00000110497",46396414,46594125,"-","inside",43125,42625,"NearestLocation","AMBRA1"
"chr11",46551500,46552000,501,"*","858610","ENSG00000110497",46396414,46594125,"-","inside",42625,42125,"NearestLocation","AMBRA1"
"chr11",46552000,46552500,501,"*","858611","ENSG00000110497",46396414,46594125,"-","inside",42125,41625,"NearestLocation","AMBRA1"
"chr11",46552500,46553000,501,"*","858612","ENSG00000110497",46396414,46594125,"-","inside",41625,41125,"NearestLocation","AMBRA1"
"chr11",46553000,46553500,501,"*","858613","ENSG00000110497",46396414,46594125,"-","inside",41125,40625,"NearestLocation","AMBRA1"
"chr11",46553500,46554000,501,"*","858614","ENSG00000110497",46396414,46594125,"-","inside",40625,40125,"NearestLocation","AMBRA1"
"chr11",46554000,46554500,501,"*","858615","ENSG00000110497",46396414,46594125,"-","inside",40125,39625,"NearestLocation","AMBRA1"
"chr11",46554500,46555000,501,"*","858616","ENSG00000110497",46396414,46594125,"-","inside",39625,39125,"NearestLocation","AMBRA1"
"chr11",46555000,46555500,501,"*","858617","ENSG00000110497",46396414,46594125,"-","inside",39125,38625,"NearestLocation","AMBRA1"
"chr11",46555500,46556000,501,"*","858618","ENSG00000110497",46396414,46594125,"-","inside",38625,38125,"NearestLocation","AMBRA1"
"chr11",46556000,46556500,501,"*","858619","ENSG00000110497",46396414,46594125,"-","inside",38125,37625,"NearestLocation","AMBRA1"
"chr11",46556500,46557000,501,"*","858620","ENSG00000110497",46396414,46594125,"-","inside",37625,37125,"NearestLocation","AMBRA1"
"chr11",46557000,46557500,501,"*","858621","ENSG00000110497",46396414,46594125,"-","inside",37125,36625,"NearestLocation","AMBRA1"
"chr11",46557500,46558000,501,"*","858622","ENSG00000110497",46396414,46594125,"-","inside",36625,36125,"NearestLocation","AMBRA1"
"chr11",46558000,46558500,501,"*","858623","ENSG00000110497",46396414,46594125,"-","inside",36125,35625,"NearestLocation","AMBRA1"
"chr11",46558500,46559000,501,"*","858624","ENSG00000110497",46396414,46594125,"-","inside",35625,35125,"NearestLocation","AMBRA1"
"chr11",46559000,46559500,501,"*","858625","ENSG00000110497",46396414,46594125,"-","inside",35125,34625,"NearestLocation","AMBRA1"
"chr11",46559500,46560000,501,"*","858626","ENSG00000110497",46396414,46594125,"-","inside",34625,34125,"NearestLocation","AMBRA1"
"chr11",46560000,46560500,501,"*","858627","ENSG00000110497",46396414,46594125,"-","inside",34125,33625,"NearestLocation","AMBRA1"
"chr11",46560500,46561000,501,"*","858628","ENSG00000110497",46396414,46594125,"-","inside",33625,33125,"NearestLocation","AMBRA1"
"chr11",46561000,46561500,501,"*","858629","ENSG00000110497",46396414,46594125,"-","inside",33125,32625,"NearestLocation","AMBRA1"
"chr11",46561500,46562000,501,"*","858630","ENSG00000110497",46396414,46594125,"-","inside",32625,32125,"NearestLocation","AMBRA1"
"chr11",46562000,46562500,501,"*","858631","ENSG00000110497",46396414,46594125,"-","inside",32125,31625,"NearestLocation","AMBRA1"
"chr11",46562500,46563000,501,"*","858632","ENSG00000110497",46396414,46594125,"-","inside",31625,31125,"NearestLocation","AMBRA1"
"chr11",46563000,46563500,501,"*","858633","ENSG00000110497",46396414,46594125,"-","inside",31125,30625,"NearestLocation","AMBRA1"
"chr11",46563500,46564000,501,"*","858634","ENSG00000110497",46396414,46594125,"-","inside",30625,30125,"NearestLocation","AMBRA1"
"chr11",46564000,46564500,501,"*","858635","ENSG00000110497",46396414,46594125,"-","inside",30125,29625,"NearestLocation","AMBRA1"
"chr11",46564500,46565000,501,"*","858636","ENSG00000110497",46396414,46594125,"-","inside",29625,29125,"NearestLocation","AMBRA1"
"chr11",46565000,46565500,501,"*","858637","ENSG00000110497",46396414,46594125,"-","inside",29125,28625,"NearestLocation","AMBRA1"
"chr11",46565500,46566000,501,"*","858638","ENSG00000110497",46396414,46594125,"-","inside",28625,28125,"NearestLocation","AMBRA1"
"chr11",46566000,46566500,501,"*","858639","ENSG00000110497",46396414,46594125,"-","inside",28125,27625,"NearestLocation","AMBRA1"
"chr11",46566500,46567000,501,"*","858640","ENSG00000110497",46396414,46594125,"-","inside",27625,27125,"NearestLocation","AMBRA1"
"chr11",46567000,46567500,501,"*","858641","ENSG00000110497",46396414,46594125,"-","inside",27125,26625,"NearestLocation","AMBRA1"
"chr11",46567500,46568000,501,"*","858642","ENSG00000110497",46396414,46594125,"-","inside",26625,26125,"NearestLocation","AMBRA1"
"chr11",46568000,46568500,501,"*","858643","ENSG00000110497",46396414,46594125,"-","inside",26125,25625,"NearestLocation","AMBRA1"
"chr11",46568500,46569000,501,"*","858644","ENSG00000110497",46396414,46594125,"-","inside",25625,25125,"NearestLocation","AMBRA1"
"chr11",46569000,46569500,501,"*","858645","ENSG00000110497",46396414,46594125,"-","inside",25125,24625,"NearestLocation","AMBRA1"
"chr11",46569500,46570000,501,"*","858646","ENSG00000110497",46396414,46594125,"-","inside",24625,24125,"NearestLocation","AMBRA1"
"chr11",46570000,46570500,501,"*","858647","ENSG00000110497",46396414,46594125,"-","inside",24125,23625,"NearestLocation","AMBRA1"
"chr11",46570500,46571000,501,"*","858648","ENSG00000110497",46396414,46594125,"-","inside",23625,23125,"NearestLocation","AMBRA1"
"chr11",46571000,46571500,501,"*","858649","ENSG00000110497",46396414,46594125,"-","inside",23125,22625,"NearestLocation","AMBRA1"
"chr11",46571500,46572000,501,"*","858650","ENSG00000110497",46396414,46594125,"-","inside",22625,22125,"NearestLocation","AMBRA1"
"chr11",46572000,46572500,501,"*","858651","ENSG00000110497",46396414,46594125,"-","inside",22125,21625,"NearestLocation","AMBRA1"
"chr11",46572500,46573000,501,"*","858652","ENSG00000110497",46396414,46594125,"-","inside",21625,21125,"NearestLocation","AMBRA1"
"chr11",46573000,46573500,501,"*","858653","ENSG00000110497",46396414,46594125,"-","inside",21125,20625,"NearestLocation","AMBRA1"
"chr11",46573500,46574000,501,"*","858654","ENSG00000110497",46396414,46594125,"-","inside",20625,20125,"NearestLocation","AMBRA1"
"chr11",46574000,46574500,501,"*","858655","ENSG00000110497",46396414,46594125,"-","inside",20125,19625,"NearestLocation","AMBRA1"
"chr11",46574500,46575000,501,"*","858656","ENSG00000110497",46396414,46594125,"-","inside",19625,19125,"NearestLocation","AMBRA1"
"chr11",46575000,46575500,501,"*","858657","ENSG00000110497",46396414,46594125,"-","inside",19125,18625,"NearestLocation","AMBRA1"
"chr11",46575500,46576000,501,"*","858658","ENSG00000110497",46396414,46594125,"-","inside",18625,18125,"NearestLocation","AMBRA1"
"chr11",46576000,46576500,501,"*","858659","ENSG00000110497",46396414,46594125,"-","inside",18125,17625,"NearestLocation","AMBRA1"
"chr11",46576500,46577000,501,"*","858660","ENSG00000110497",46396414,46594125,"-","inside",17625,17125,"NearestLocation","AMBRA1"
"chr11",46577000,46577500,501,"*","858661","ENSG00000110497",46396414,46594125,"-","inside",17125,16625,"NearestLocation","AMBRA1"
"chr11",46577500,46578000,501,"*","858662","ENSG00000110497",46396414,46594125,"-","inside",16625,16125,"NearestLocation","AMBRA1"
"chr11",46578000,46578500,501,"*","858663","ENSG00000110497",46396414,46594125,"-","inside",16125,15625,"NearestLocation","AMBRA1"
"chr11",46578500,46579000,501,"*","858664","ENSG00000110497",46396414,46594125,"-","inside",15625,15125,"NearestLocation","AMBRA1"
"chr11",46579000,46579500,501,"*","858665","ENSG00000110497",46396414,46594125,"-","inside",15125,14625,"NearestLocation","AMBRA1"
"chr11",46579500,46580000,501,"*","858666","ENSG00000110497",46396414,46594125,"-","inside",14625,14125,"NearestLocation","AMBRA1"
"chr11",46580000,46580500,501,"*","858667","ENSG00000110497",46396414,46594125,"-","inside",14125,13625,"NearestLocation","AMBRA1"
"chr11",46580500,46581000,501,"*","858668","ENSG00000110497",46396414,46594125,"-","inside",13625,13125,"NearestLocation","AMBRA1"
"chr11",46581000,46581500,501,"*","858669","ENSG00000110497",46396414,46594125,"-","inside",13125,12625,"NearestLocation","AMBRA1"
"chr11",46581500,46582000,501,"*","858670","ENSG00000110497",46396414,46594125,"-","inside",12625,12125,"NearestLocation","AMBRA1"
"chr11",46582000,46582500,501,"*","858671","ENSG00000110497",46396414,46594125,"-","inside",12125,11625,"NearestLocation","AMBRA1"
"chr11",46582500,46583000,501,"*","858672","ENSG00000110497",46396414,46594125,"-","inside",11625,11125,"NearestLocation","AMBRA1"
"chr11",46584000,46584500,501,"*","858675","ENSG00000110497",46396414,46594125,"-","inside",10125,9625,"NearestLocation","AMBRA1"
"chr11",46584500,46585000,501,"*","858676","ENSG00000110497",46396414,46594125,"-","inside",9625,9125,"NearestLocation","AMBRA1"
"chr11",46585000,46585500,501,"*","858677","ENSG00000110497",46396414,46594125,"-","inside",9125,8625,"NearestLocation","AMBRA1"
"chr11",46585500,46586000,501,"*","858678","ENSG00000110497",46396414,46594125,"-","inside",8625,8125,"NearestLocation","AMBRA1"
"chr11",46586000,46586500,501,"*","858679","ENSG00000110497",46396414,46594125,"-","inside",8125,7625,"NearestLocation","AMBRA1"
"chr11",46586500,46587000,501,"*","858680","ENSG00000110497",46396414,46594125,"-","inside",7625,7125,"NearestLocation","AMBRA1"
"chr11",46587000,46587500,501,"*","858681","ENSG00000110497",46396414,46594125,"-","inside",7125,6625,"NearestLocation","AMBRA1"
"chr11",46587500,46588000,501,"*","858682","ENSG00000110497",46396414,46594125,"-","inside",6625,6125,"NearestLocation","AMBRA1"
"chr11",46588000,46588500,501,"*","858683","ENSG00000110497",46396414,46594125,"-","inside",6125,5625,"NearestLocation","AMBRA1"
"chr11",46588500,46589000,501,"*","858684","ENSG00000110497",46396414,46594125,"-","inside",5625,5125,"NearestLocation","AMBRA1"
"chr11",46589000,46589500,501,"*","858685","ENSG00000110497",46396414,46594125,"-","inside",5125,4625,"NearestLocation","AMBRA1"
"chr11",46589500,46590000,501,"*","858686","ENSG00000110497",46396414,46594125,"-","inside",4625,4125,"NearestLocation","AMBRA1"
"chr11",46590000,46590500,501,"*","858687","ENSG00000110497",46396414,46594125,"-","inside",4125,3625,"NearestLocation","AMBRA1"
"chr11",46590500,46591000,501,"*","858688","ENSG00000110497",46396414,46594125,"-","inside",3625,3125,"NearestLocation","AMBRA1"
"chr11",46591000,46591500,501,"*","858689","ENSG00000110497",46396414,46594125,"-","inside",3125,2625,"NearestLocation","AMBRA1"
"chr11",46591500,46592000,501,"*","858690","ENSG00000110497",46396414,46594125,"-","inside",2625,2125,"NearestLocation","AMBRA1"
"chr11",46592000,46592500,501,"*","858691","ENSG00000110497",46396414,46594125,"-","inside",2125,1625,"NearestLocation","AMBRA1"
"chr11",46592500,46593000,501,"*","858692","ENSG00000110497",46396414,46594125,"-","inside",1625,1125,"NearestLocation","AMBRA1"
"chr11",46593000,46593500,501,"*","858693","ENSG00000110497",46396414,46594125,"-","inside",1125,625,"NearestLocation","AMBRA1"
"chr11",46593500,46594000,501,"*","858694","ENSG00000110497",46396414,46594125,"-","inside",625,125,"NearestLocation","AMBRA1"
"chr11",46594000,46594500,501,"*","858695","ENSG00000110497",46396414,46594125,"-","overlapStart",125,125,"NearestLocation","AMBRA1"
"chr11",46594500,46595000,501,"*","858696","ENSG00000110497",46396414,46594125,"-","upstream",-375,375,"NearestLocation","AMBRA1"
"chr11",46595000,46595500,501,"*","858697","ENSG00000110497",46396414,46594125,"-","upstream",-875,875,"NearestLocation","AMBRA1"
"chr11",46595500,46596000,501,"*","858698","ENSG00000110497",46396414,46594125,"-","upstream",-1375,1375,"NearestLocation","AMBRA1"
"chr11",46596000,46596500,501,"*","858699","ENSG00000110497",46396414,46594125,"-","upstream",-1875,1875,"NearestLocation","AMBRA1"
"chr11",46596500,46597000,501,"*","858700","ENSG00000110497",46396414,46594125,"-","upstream",-2375,2375,"NearestLocation","AMBRA1"
"chr11",46597000,46597500,501,"*","858701","ENSG00000110497",46396414,46594125,"-","upstream",-2875,2875,"NearestLocation","AMBRA1"
"chr11",46597500,46598000,501,"*","858702","ENSG00000110497",46396414,46594125,"-","upstream",-3375,3375,"NearestLocation","AMBRA1"
"chr11",46598000,46598500,501,"*","858703","ENSG00000110497",46396414,46594125,"-","upstream",-3875,3875,"NearestLocation","AMBRA1"
"chr11",46598500,46599000,501,"*","858704","ENSG00000110497",46396414,46594125,"-","upstream",-4375,4375,"NearestLocation","AMBRA1"
"chr11",46599000,46599500,501,"*","858705","ENSG00000110497",46396414,46594125,"-","upstream",-4875,4875,"NearestLocation","AMBRA1"
"chr11",46599500,46600000,501,"*","858706","ENSG00000110497",46396414,46594125,"-","upstream",-5375,5375,"NearestLocation","AMBRA1"
"chr11",46600000,46600500,501,"*","858707","ENSG00000110497",46396414,46594125,"-","upstream",-5875,5875,"NearestLocation","AMBRA1"
"chr11",46600500,46601000,501,"*","858708","ENSG00000110497",46396414,46594125,"-","upstream",-6375,6375,"NearestLocation","AMBRA1"
"chr11",46601000,46601500,501,"*","858709","ENSG00000110497",46396414,46594125,"-","upstream",-6875,6875,"NearestLocation","AMBRA1"
"chr11",46601500,46602000,501,"*","858710","ENSG00000110497",46396414,46594125,"-","upstream",-7375,7375,"NearestLocation","AMBRA1"
"chr11",46602000,46602500,501,"*","858711","ENSG00000110497",46396414,46594125,"-","upstream",-7875,7875,"NearestLocation","AMBRA1"
"chr11",46602500,46603000,501,"*","858712","ENSG00000110497",46396414,46594125,"-","upstream",-8375,8375,"NearestLocation","AMBRA1"
"chr11",46603000,46603500,501,"*","858713","ENSG00000110497",46396414,46594125,"-","upstream",-8875,8875,"NearestLocation","AMBRA1"
"chr11",46603500,46604000,501,"*","858714","ENSG00000110497",46396414,46594125,"-","upstream",-9375,9375,"NearestLocation","AMBRA1"
"chr11",46604000,46604500,501,"*","858715","ENSG00000110497",46396414,46594125,"-","upstream",-9875,9875,"NearestLocation","AMBRA1"
"chr11",46604500,46605000,501,"*","858716","ENSG00000110497",46396414,46594125,"-","upstream",-10375,10375,"NearestLocation","AMBRA1"
"chr11",46605000,46605500,501,"*","858717","ENSG00000110497",46396414,46594125,"-","upstream",-10875,10875,"NearestLocation","AMBRA1"
"chr11",46605500,46606000,501,"*","858718","ENSG00000110497",46396414,46594125,"-","upstream",-11375,11375,"NearestLocation","AMBRA1"
"chr11",46606000,46606500,501,"*","858719","ENSG00000175224",46617527,46674818,"+","upstream",-11527,11027,"NearestLocation","ATG13"
"chr11",46606500,46607000,501,"*","858720","ENSG00000175224",46617527,46674818,"+","upstream",-11027,10527,"NearestLocation","ATG13"
"chr11",46607000,46607500,501,"*","858721","ENSG00000175224",46617527,46674818,"+","upstream",-10527,10027,"NearestLocation","ATG13"
"chr11",46607500,46608000,501,"*","858722","ENSG00000175224",46617527,46674818,"+","upstream",-10027,9527,"NearestLocation","ATG13"
"chr11",46608000,46608500,501,"*","858723","ENSG00000175224",46617527,46674818,"+","upstream",-9527,9027,"NearestLocation","ATG13"
"chr11",46608500,46609000,501,"*","858724","ENSG00000175224",46617527,46674818,"+","upstream",-9027,8527,"NearestLocation","ATG13"
"chr11",46609000,46609500,501,"*","858725","ENSG00000175224",46617527,46674818,"+","upstream",-8527,8027,"NearestLocation","ATG13"
"chr11",46609500,46610000,501,"*","858726","ENSG00000175224",46617527,46674818,"+","upstream",-8027,7527,"NearestLocation","ATG13"
"chr11",46610000,46610500,501,"*","858727","ENSG00000175224",46617527,46674818,"+","upstream",-7527,7027,"NearestLocation","ATG13"
"chr11",46610500,46611000,501,"*","858728","ENSG00000175224",46617527,46674818,"+","upstream",-7027,6527,"NearestLocation","ATG13"
"chr11",46611000,46611500,501,"*","858729","ENSG00000175224",46617527,46674818,"+","upstream",-6527,6027,"NearestLocation","ATG13"
"chr11",46611500,46612000,501,"*","858730","ENSG00000175224",46617527,46674818,"+","upstream",-6027,5527,"NearestLocation","ATG13"
"chr11",46612000,46612500,501,"*","858731","ENSG00000175224",46617527,46674818,"+","upstream",-5527,5027,"NearestLocation","ATG13"
"chr11",46612500,46613000,501,"*","858732","ENSG00000175224",46617527,46674818,"+","upstream",-5027,4527,"NearestLocation","ATG13"
"chr11",46613000,46613500,501,"*","858733","ENSG00000175224",46617527,46674818,"+","upstream",-4527,4027,"NearestLocation","ATG13"
"chr11",46613500,46614000,501,"*","858734","ENSG00000175224",46617527,46674818,"+","upstream",-4027,3527,"NearestLocation","ATG13"
"chr11",46614000,46614500,501,"*","858735","ENSG00000175224",46617527,46674818,"+","upstream",-3527,3027,"NearestLocation","ATG13"
"chr11",46614500,46615000,501,"*","858736","ENSG00000175224",46617527,46674818,"+","upstream",-3027,2527,"NearestLocation","ATG13"
"chr11",46615000,46615500,501,"*","858737","ENSG00000175224",46617527,46674818,"+","upstream",-2527,2027,"NearestLocation","ATG13"
"chr11",46615500,46616000,501,"*","858738","ENSG00000175224",46617527,46674818,"+","upstream",-2027,1527,"NearestLocation","ATG13"
"chr11",46616000,46616500,501,"*","858739","ENSG00000175224",46617527,46674818,"+","upstream",-1527,1027,"NearestLocation","ATG13"
"chr11",46616500,46617000,501,"*","858740","ENSG00000175224",46617527,46674818,"+","upstream",-1027,527,"NearestLocation","ATG13"
"chr11",46617000,46617500,501,"*","858741","ENSG00000175224",46617527,46674818,"+","upstream",-527,27,"NearestLocation","ATG13"
"chr11",46617500,46618000,501,"*","858742","ENSG00000175224",46617527,46674818,"+","overlapStart",-27,27,"NearestLocation","ATG13"
"chr11",46618000,46618500,501,"*","858743","ENSG00000180423",46602861,46617909,"-","upstream",-91,91,"NearestLocation","HARBI1"
"chr11",46618500,46619000,501,"*","858744","ENSG00000180423",46602861,46617909,"-","upstream",-591,591,"NearestLocation","HARBI1"
"chr11",46619000,46619500,501,"*","858745","ENSG00000180423",46602861,46617909,"-","upstream",-1091,1091,"NearestLocation","HARBI1"
"chr11",46619500,46620000,501,"*","858746","ENSG00000180423",46602861,46617909,"-","upstream",-1591,1591,"NearestLocation","HARBI1"
"chr11",46620000,46620500,501,"*","858747","ENSG00000180423",46602861,46617909,"-","upstream",-2091,2091,"NearestLocation","HARBI1"
"chr11",46620500,46621000,501,"*","858748","ENSG00000180423",46602861,46617909,"-","upstream",-2591,2591,"NearestLocation","HARBI1"
"chr11",46621000,46621500,501,"*","858749","ENSG00000180423",46602861,46617909,"-","upstream",-3091,3091,"NearestLocation","HARBI1"
"chr11",46621500,46622000,501,"*","858750","ENSG00000180423",46602861,46617909,"-","upstream",-3591,3591,"NearestLocation","HARBI1"
"chr11",46622000,46622500,501,"*","858751","ENSG00000180423",46602861,46617909,"-","upstream",-4091,4091,"NearestLocation","HARBI1"
"chr11",46622500,46623000,501,"*","858752","ENSG00000180423",46602861,46617909,"-","upstream",-4591,4591,"NearestLocation","HARBI1"
"chr11",46623000,46623500,501,"*","858753","ENSG00000180423",46602861,46617909,"-","upstream",-5091,5091,"NearestLocation","HARBI1"
"chr11",46623500,46624000,501,"*","858754","ENSG00000180423",46602861,46617909,"-","upstream",-5591,5591,"NearestLocation","HARBI1"
"chr11",46624000,46624500,501,"*","858755","ENSG00000180423",46602861,46617909,"-","upstream",-6091,6091,"NearestLocation","HARBI1"
"chr11",46624500,46625000,501,"*","858756","ENSG00000180423",46602861,46617909,"-","upstream",-6591,6591,"NearestLocation","HARBI1"
"chr11",46625000,46625500,501,"*","858757","ENSG00000180423",46602861,46617909,"-","upstream",-7091,7091,"NearestLocation","HARBI1"
"chr11",46625500,46626000,501,"*","858758","ENSG00000180423",46602861,46617909,"-","upstream",-7591,7591,"NearestLocation","HARBI1"
"chr11",46626000,46626500,501,"*","858759","ENSG00000180423",46602861,46617909,"-","upstream",-8091,8091,"NearestLocation","HARBI1"
"chr11",46626500,46627000,501,"*","858760","ENSG00000180423",46602861,46617909,"-","upstream",-8591,8591,"NearestLocation","HARBI1"
"chr11",46627000,46627500,501,"*","858761","ENSG00000180423",46602861,46617909,"-","upstream",-9091,9091,"NearestLocation","HARBI1"
"chr11",46627500,46628000,501,"*","858762","ENSG00000180423",46602861,46617909,"-","upstream",-9591,9591,"NearestLocation","HARBI1"
"chr11",46628000,46628500,501,"*","858763","ENSG00000180423",46602861,46617909,"-","upstream",-10091,10091,"NearestLocation","HARBI1"
"chr11",46628500,46629000,501,"*","858764","ENSG00000180423",46602861,46617909,"-","upstream",-10591,10591,"NearestLocation","HARBI1"
"chr11",46629000,46629500,501,"*","858765","ENSG00000180423",46602861,46617909,"-","upstream",-11091,11091,"NearestLocation","HARBI1"
"chr11",46629500,46630000,501,"*","858766","ENSG00000180423",46602861,46617909,"-","upstream",-11591,11591,"NearestLocation","HARBI1"
"chr11",46630000,46630500,501,"*","858767","ENSG00000180423",46602861,46617909,"-","upstream",-12091,12091,"NearestLocation","HARBI1"
"chr11",46630500,46631000,501,"*","858768","ENSG00000180423",46602861,46617909,"-","upstream",-12591,12591,"NearestLocation","HARBI1"
"chr11",46631000,46631500,501,"*","858769","ENSG00000180423",46602861,46617909,"-","upstream",-13091,13091,"NearestLocation","HARBI1"
"chr11",46631500,46632000,501,"*","858770","ENSG00000180423",46602861,46617909,"-","upstream",-13591,13591,"NearestLocation","HARBI1"
"chr11",46632000,46632500,501,"*","858771","ENSG00000180423",46602861,46617909,"-","upstream",-14091,14091,"NearestLocation","HARBI1"
"chr11",46632500,46633000,501,"*","858772","ENSG00000180423",46602861,46617909,"-","upstream",-14591,14591,"NearestLocation","HARBI1"
"chr11",46633000,46633500,501,"*","858773","ENSG00000180423",46602861,46617909,"-","upstream",-15091,15091,"NearestLocation","HARBI1"
"chr11",46633500,46634000,501,"*","858774","ENSG00000180423",46602861,46617909,"-","upstream",-15591,15591,"NearestLocation","HARBI1"
"chr11",46634000,46634500,501,"*","858775","ENSG00000180423",46602861,46617909,"-","upstream",-16091,16091,"NearestLocation","HARBI1"
"chr11",46634500,46635000,501,"*","858776","ENSG00000180423",46602861,46617909,"-","upstream",-16591,16591,"NearestLocation","HARBI1"
"chr11",46635000,46635500,501,"*","858777","ENSG00000180423",46602861,46617909,"-","upstream",-17091,17091,"NearestLocation","HARBI1"
"chr11",46635500,46636000,501,"*","858778","ENSG00000180423",46602861,46617909,"-","upstream",-17591,17591,"NearestLocation","HARBI1"
"chr11",46636000,46636500,501,"*","858779","ENSG00000180423",46602861,46617909,"-","upstream",-18091,18091,"NearestLocation","HARBI1"
"chr11",46636500,46637000,501,"*","858780","ENSG00000180423",46602861,46617909,"-","upstream",-18591,18591,"NearestLocation","HARBI1"
"chr11",46637000,46637500,501,"*","858781","ENSG00000180423",46602861,46617909,"-","upstream",-19091,19091,"NearestLocation","HARBI1"
"chr11",46637500,46638000,501,"*","858782","ENSG00000180423",46602861,46617909,"-","upstream",-19591,19591,"NearestLocation","HARBI1"
"chr11",46638000,46638500,501,"*","858783","ENSG00000180423",46602861,46617909,"-","upstream",-20091,20091,"NearestLocation","HARBI1"
"chr11",46638500,46639000,501,"*","858784","ENSG00000180423",46602861,46617909,"-","upstream",-20591,20591,"NearestLocation","HARBI1"
"chr11",46639000,46639500,501,"*","858785","ENSG00000180423",46602861,46617909,"-","upstream",-21091,21091,"NearestLocation","HARBI1"
"chr11",46639500,46640000,501,"*","858786","ENSG00000180423",46602861,46617909,"-","upstream",-21591,21591,"NearestLocation","HARBI1"
"chr11",46640000,46640500,501,"*","858787","ENSG00000180423",46602861,46617909,"-","upstream",-22091,22091,"NearestLocation","HARBI1"
"chr11",46640500,46641000,501,"*","858788","ENSG00000180423",46602861,46617909,"-","upstream",-22591,22591,"NearestLocation","HARBI1"
"chr11",46641000,46641500,501,"*","858789","ENSG00000180423",46602861,46617909,"-","upstream",-23091,23091,"NearestLocation","HARBI1"
"chr11",46641500,46642000,501,"*","858790","ENSG00000180423",46602861,46617909,"-","upstream",-23591,23591,"NearestLocation","HARBI1"
"chr11",46642000,46642500,501,"*","858791","ENSG00000180423",46602861,46617909,"-","upstream",-24091,24091,"NearestLocation","HARBI1"
"chr11",46642500,46643000,501,"*","858792","ENSG00000180423",46602861,46617909,"-","upstream",-24591,24591,"NearestLocation","HARBI1"
"chr11",46643000,46643500,501,"*","858793","ENSG00000180423",46602861,46617909,"-","upstream",-25091,25091,"NearestLocation","HARBI1"
"chr11",46643500,46644000,501,"*","858794","ENSG00000180423",46602861,46617909,"-","upstream",-25591,25591,"NearestLocation","HARBI1"
"chr11",46644000,46644500,501,"*","858795","ENSG00000180423",46602861,46617909,"-","upstream",-26091,26091,"NearestLocation","HARBI1"
"chr11",46644500,46645000,501,"*","858796","ENSG00000180423",46602861,46617909,"-","upstream",-26591,26591,"NearestLocation","HARBI1"
"chr11",46645000,46645500,501,"*","858797","ENSG00000180423",46602861,46617909,"-","upstream",-27091,27091,"NearestLocation","HARBI1"
"chr11",46645500,46646000,501,"*","858798","ENSG00000180423",46602861,46617909,"-","upstream",-27591,27591,"NearestLocation","HARBI1"
"chr11",46646000,46646500,501,"*","858799","ENSG00000180423",46602861,46617909,"-","upstream",-28091,28091,"NearestLocation","HARBI1"
"chr11",46646500,46647000,501,"*","858800","ENSG00000180423",46602861,46617909,"-","upstream",-28591,28591,"NearestLocation","HARBI1"
"chr11",46647000,46647500,501,"*","858801","ENSG00000180423",46602861,46617909,"-","upstream",-29091,29091,"NearestLocation","HARBI1"
"chr11",46647500,46648000,501,"*","858802","ENSG00000180423",46602861,46617909,"-","upstream",-29591,29591,"NearestLocation","HARBI1"
"chr11",46648000,46648500,501,"*","858803","ENSG00000180423",46602861,46617909,"-","upstream",-30091,30091,"NearestLocation","HARBI1"
"chr11",46648500,46649000,501,"*","858804","ENSG00000180423",46602861,46617909,"-","upstream",-30591,30591,"NearestLocation","HARBI1"
"chr11",46649000,46649500,501,"*","858805","ENSG00000180423",46602861,46617909,"-","upstream",-31091,31091,"NearestLocation","HARBI1"
